Experiment,User_ID,Turn,Traj_Type,V_state,Action_Q,Advantage,H_state,H_action,H_coupled,Delta_H_state,Delta_H_action,Delta_H_coupled,Dissonance,Sys_Strategy,Sys_Category,Prev_User_Strategy,Prev_User_Category
Qwen3-8B,persona_58,3,branch,0.4,0.0,-0.4,0.40656261227822554,0.25738400958610974,0.3530912032768491,-0.04800964495934018,-0.10513921090962841,,0.1491786026921158,Emotion Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_58,3,branch,0.4,1.0,0.6,0.3650260712135075,0.24451198121656081,0.31649749856363174,-0.08954618602405823,-0.11801123927917734,,0.12051408999694668,Personal Story,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_58,3,branch,0.4,0.0,-0.4,0.46919851970897386,0.40862812932249876,0.4503140060569411,0.014626262471408136,0.046104908826760604,,0.060570390386475104,Logical Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_58,4,root,0.2,1.0,0.8,0.4230167937990892,0.010036883136769316,,-0.16671154514856135,-0.3865341444668211,,0.41297991066231987,Source Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_58,4,branch,0.2,0.0,-0.2,0.3326964873619466,0.30841001821618547,0.3170533585097616,-0.2570318515857039,-0.08816100938740495,,0.024286469145761158,Credibility Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_58,4,branch,0.2,0.0,-0.2,0.36482665483511867,0.370458553503842,0.36178316873965727,-0.22490168411253186,-0.02611247409974843,,-0.005631898668723323,Trust Building,Other,Information Inquiry,Evasion
Qwen3-8B,persona_58,4,branch,0.2,0.0,-0.2,0.44189206340561876,0.39181999093048947,0.43142922461976285,-0.14783627554203177,-0.00475103667310095,,0.05007207247512929,Emotion Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_58,4,branch,0.2,0.0,-0.2,0.4168799259353526,0.40636517907675035,0.4086051228843487,-0.17284841301229792,0.009794151473159929,,0.010514746858602264,Logical Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_58,5,root,0.4,1.0,0.6,0.5066887368435642,0.0018305369316845733,,0.083671943044475,-0.008206346205084742,,0.5048581999118796,Personal Story,Core Persuasion,Hesitance,Evasion
Qwen3-8B,persona_58,5,branch,0.4,0.0,-0.4,0.4299205120802377,0.0,0.4067399727348445,0.0069037182811484965,-0.010036883136769316,,0.4299205120802377,Foot in the Door,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_58,5,branch,0.4,0.0,-0.4,0.4110104336817362,0.5085453054577477,0.4407383602684845,-0.01200636011735301,0.49850842232097836,,-0.0975348717760115,Self Modeling,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_58,5,branch,0.4,1.0,0.6,0.3730616082433697,0.2960713450504982,0.34013165946292584,-0.049955185555719483,0.2860344619137289,,0.0769902631928715,Emotion Appeal,Core Persuasion,Hesitance,Evasion
Qwen3-8B,persona_58,5,branch,0.4,0.0,-0.4,0.37496068424289386,0.3640285783050901,0.36645288330485903,-0.048056109556195326,0.3539916951683208,,0.010932105937803749,Source Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_58,6,root,1.0,1.0,0.0,0.6105494333435927,0.0018774729969951974,,0.1038606965000285,4.693606531062412e-05,,0.6086719603465975,Foot in the Door,Action Facilitation,Personal Choice,Defensive
Qwen3-8B,persona_58,6,branch,1.0,1.0,0.0,0.441344027735491,0.4482666619230764,0.4532261140002735,-0.06534470910807322,0.44643612499139185,,-0.00692263418758543,Personal Related Inquiry,Exploration,Personal Choice,Defensive
Qwen3-8B,persona_58,6,branch,1.0,1.0,0.0,0.4400727394756387,0.348426161960954,0.4453568813475355,-0.0666159973679255,0.34659562502926944,,0.09164657751468469,Self Modeling,Action Facilitation,Personal Choice,Defensive
Qwen3-8B,persona_58,6,branch,1.0,1.0,0.0,0.43673372449192,0.5093197766230586,0.4548833625216802,-0.0699550123516442,0.507489239691374,,-0.07258605213113861,Emotion Appeal,Core Persuasion,Personal Choice,Defensive
Qwen3-8B,persona_58,6,branch,1.0,1.0,0.0,0.49520058521138155,0.16204622187031406,0.48883091177782256,-0.011488151632182642,0.16021568493862948,,0.3331543633410675,Source Related Inquiry,Exploration,Personal Choice,Defensive
Qwen3-8B,persona_58,7,root,1.0,1.0,0.0,0.49127173505234856,0.2862257035938219,,-0.11927769829124413,0.2843482305968267,,0.20504603145852668,Self Modeling,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_58,7,branch,1.0,1.0,0.0,0.46956462298796,0.0,0.4419431745769036,-0.1409848103556327,-0.0018774729969951974,,0.46956462298796,Foot in the Door,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_58,7,branch,1.0,1.0,0.0,0.5523894204850037,0.3476639477253181,0.5397500435787607,-0.05816001285858896,0.3457864747283229,,0.2047254727596856,Source Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_58,7,branch,1.0,1.0,0.0,0.5629069088993666,0.29487718746597363,0.5487962305677467,-0.04764252444422612,0.29299971446897843,,0.26802972143339293,Personal Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_58,7,branch,1.0,1.0,0.0,0.5046579752402423,0.0,0.48274378200897106,-0.10589145810335043,-0.0018774729969951974,,0.5046579752402423,Task Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_13,2,root,0.2,0.0,-0.2,0.5511099346460568,0.4003851288359752,,0.0,0.0,,0.15072480581008163,Emotion Appeal,Core Persuasion,Others,Evasion
Qwen3-8B,persona_13,2,branch,0.2,0.0,-0.2,0.47903750851764304,0.23820188723098323,0.4634953965022105,0.0,0.0,,0.2408356212866598,Foot in the Door,Action Facilitation,Others,Evasion
Qwen3-8B,persona_13,2,branch,0.2,1.0,0.8,0.5292314836562179,0.31374349225675097,0.5219325766567017,0.0,0.0,,0.2154879913994669,Personal Story,Core Persuasion,Others,Evasion
Qwen3-8B,persona_13,2,branch,0.2,0.0,-0.2,0.4755939374387674,0.5251154036177046,0.48628379866194793,0.0,0.0,,-0.04952146617893721,Greeting,Exploration,Others,Evasion
Qwen3-8B,persona_13,2,branch,0.2,0.0,-0.2,0.5213899973036364,0.15826786372001742,0.49299306719041736,0.0,0.0,,0.363122133583619,Donation Information,Action Facilitation,Others,Evasion
Qwen3-8B,persona_13,3,root,0.2,0.0,-0.2,0.4486143894206111,0.016796287703965018,,-0.10249554522544574,-0.3835888411320102,,0.4318181017166461,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_13,3,branch,0.2,0.0,-0.2,0.43035587205407694,0.0,0.40936290268558545,-0.1207540625919799,-0.4003851288359752,,0.43035587205407694,Personal Story,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_13,3,branch,0.2,0.0,-0.2,0.4282447274729074,0.432094675797468,0.4151150022498042,-0.12286520717314942,0.03170954696149281,,-0.0038499483245605925,Emotion Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_13,3,branch,0.2,1.0,0.8,0.3156050634135067,0.3134965183454211,0.30898555167155783,-0.23550487123255015,-0.08688861049055413,,0.00210854506808561,Logical Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_13,3,branch,0.2,0.0,-0.2,0.36014117480244784,0.31171063557847073,0.33593448944252563,-0.190968759843609,-0.08867449325750448,,0.04843053922397711,Credibility Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_13,4,root,0.6,0.0,-0.6,0.40907970975461866,0.33209188390194067,,-0.039534679665992445,0.31529559619797565,,0.076987825852678,Credibility Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_13,4,branch,0.6,0.0,-0.6,0.3454067911463753,0.0,0.32508874460835324,-0.10320759827423581,-0.016796287703965018,,0.3454067911463753,Source Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_13,4,branch,0.6,1.0,0.4,0.376406737484635,0.0,0.36604514664405646,-0.07220765193597611,-0.016796287703965018,,0.376406737484635,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_13,4,branch,0.6,1.0,0.4,0.3720566916539109,0.3926890199061732,0.3732137166262552,-0.07655769776670018,0.3758927322022082,,-0.0206323282522623,Emotion Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_13,4,branch,0.6,1.0,0.4,0.3454522721235474,0.2945281085975716,0.32586358710860885,-0.1031621172970637,0.2777318208936066,,0.050924163525975785,Logical Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_13,5,root,0.2,0.0,-0.2,0.5295697196199417,0.016725072631191773,,0.12049000986532304,-0.3153668112707489,,0.51284464698875,Personal Story,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_13,5,branch,0.2,0.0,-0.2,0.3920748209057506,0.2651521188379376,0.38937433788303116,-0.017004888848868083,-0.06693976506400307,,0.12692270206781298,Self Modeling,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_13,5,branch,0.2,1.0,0.8,0.36959629828311863,0.0,0.35129056619977894,-0.03948341147150003,-0.33209188390194067,,0.36959629828311863,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_13,5,branch,0.2,0.0,-0.2,0.26439114608679404,0.0,0.263011195449879,-0.14468856366782462,-0.33209188390194067,,0.26439114608679404,Source Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_13,5,branch,0.2,0.0,-0.2,0.41670236658265614,0.0,0.39694830475340265,0.007622656828037477,-0.33209188390194067,,0.41670236658265614,Task Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_13,6,root,0.2,0.0,-0.2,0.5209907500867841,0.15746530123647562,,-0.008578969533157621,0.14074022860528385,,0.36352544885030846,Foot in the Door,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_13,6,branch,0.2,1.0,0.8,0.4698421205857579,0.40837694780385253,0.43337556838402164,-0.05972759903418379,0.39165187517266076,,0.061465172781905386,Credibility Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_13,6,branch,0.2,0.0,-0.2,0.4402083787305852,0.11360294875348632,0.4356427398802565,-0.08936134088935649,0.09687787612229455,,0.3266054299770989,Personal Story,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_13,6,branch,0.2,0.0,-0.2,0.4061501754682375,0.46951124804900435,0.43434062707415827,-0.1234195441517042,0.4527861754178126,,-0.06336107258076684,Self Modeling,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_13,6,branch,0.2,0.0,-0.2,0.4428966287880838,0.10491428937070436,0.43600804688260597,-0.08667309083185792,0.08818921673951259,,0.33798233941737943,Source Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_13,7,root,0.6,0.0,-0.6,0.5579983995697299,0.04209853448273305,,0.03700764948294577,-0.11536676675374258,,0.5158998650869968,Self Modeling,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_13,7,branch,0.6,1.0,0.4,0.45358568587170706,0.0,0.4265805256566316,-0.06740506421507703,-0.15746530123647562,,0.45358568587170706,Foot in the Door,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_13,7,branch,0.6,0.0,-0.6,0.5040226985152956,0.3426976468578175,0.4871784516754785,-0.016968051571488507,0.1852323456213419,,0.16132505165747807,Personal Story,Core Persuasion,Hesitance,Evasion
Qwen3-8B,persona_13,7,branch,0.6,1.0,0.4,0.42662251046400224,0.0,0.405948612323918,-0.09436823962278185,-0.15746530123647562,,0.42662251046400224,Personal Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_13,7,branch,0.6,1.0,0.4,0.4854923037491128,0.39558450723166805,0.44753182600186564,-0.0354984463376713,0.23811920599519243,,0.08990779651744474,Emotion Appeal,Core Persuasion,Hesitance,Evasion
Qwen3-8B,persona_13,8,root,0.4,0.0,-0.4,0.5629944334849559,0.375441948080764,,0.004996033915226072,0.33334341359803094,,0.18755248540419195,Task Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_13,8,branch,0.4,0.0,-0.4,0.4217030954597842,0.36441304951879994,0.41794551192109175,-0.13629530410994567,0.3223145150360669,,0.05729004594098425,Self Modeling,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_13,8,branch,0.4,1.0,0.6,0.5712046555330228,0.0,0.5400625732014463,0.013206255963292945,-0.04209853448273305,,0.5712046555330228,Foot in the Door,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_13,8,branch,0.4,0.0,-0.4,0.5805722456805201,0.0,0.5575792854555491,0.022573846110790274,-0.04209853448273305,,0.5805722456805201,Personal Story,Core Persuasion,Hesitance,Evasion
Qwen3-8B,persona_13,8,branch,0.4,1.0,0.6,0.509504489267718,0.0,0.4891395924642033,-0.04849391030201189,-0.04209853448273305,,0.509504489267718,Personal Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_13,9,root,0.2,0.0,-0.2,0.617231744724986,0.6798428543343238,,0.05423731124003006,0.3044009062535598,,-0.0626111096093378,Personal Story,Core Persuasion,Hesitance,Evasion
Qwen3-8B,persona_13,9,branch,0.2,1.0,0.8,0.4172793215730924,0.0,0.38835073635214357,-0.14571511191186354,-0.375441948080764,,0.4172793215730924,Foot in the Door,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_13,9,branch,0.2,0.0,-0.2,0.48250345029054087,0.2651521188379376,0.4813868833798401,-0.08049098319441506,-0.11028982924282638,,0.21735133145260327,Self Modeling,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_13,9,branch,0.2,0.0,-0.2,0.5672775747668689,0.0,0.5404211174665035,0.004283141281912983,-0.375441948080764,,0.5672775747668689,Personal Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_13,9,branch,0.2,0.0,-0.2,0.5028625584339249,0.20939324666827208,0.48626159999863444,-0.060131875051031014,-0.1660487014124919,,0.29346931176565283,Source Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_13,10,root,0.0,0.0,0.0,0.616206490709534,0.4361205764839971,,-0.0010252540154519485,-0.24372227785032669,,0.18008591422553694,Emotion Appeal,Core Persuasion,Personal Choice,Defensive
Qwen3-8B,persona_13,10,branch,0.0,0.0,0.0,0.595446460009921,0.0,0.5502226782370155,-0.021785284715065023,-0.6798428543343238,,0.595446460009921,Foot in the Door,Action Facilitation,Personal Choice,Defensive
Qwen3-8B,persona_13,10,branch,0.0,0.0,0.0,0.565058147003284,0.18562358703949514,0.5521778600042957,-0.052173597721701936,-0.4942192672948287,,0.37943455996378894,Personal Related Inquiry,Exploration,Personal Choice,Defensive
Qwen3-8B,persona_13,10,branch,0.0,0.0,0.0,0.4881643601710517,0.16976987989292552,0.47413724990237044,-0.1290673845539343,-0.5100729744413983,,0.31839448027812617,Self Modeling,Action Facilitation,Personal Choice,Defensive
Qwen3-8B,persona_13,10,branch,0.0,0.0,0.0,0.47538534782992464,0.14552484793672663,0.4580682328251263,-0.14184639689506134,-0.5343180063975972,,0.329860499893198,Personal Story,Core Persuasion,Personal Choice,Defensive
Qwen3-8B,persona_280,2,root,0.4,0.0,-0.4,0.5234995086313212,0.4183066796188989,,0.0,0.0,,0.10519282901242233,Emotion Appeal,Core Persuasion,Others,Evasion
Qwen3-8B,persona_280,2,branch,0.4,1.0,0.6,0.462587885889193,0.15687174612837548,0.44146908941269075,0.0,0.0,,0.30571613976081746,Foot in the Door,Action Facilitation,Others,Evasion
Qwen3-8B,persona_280,2,branch,0.4,0.0,-0.4,0.4726785918052463,0.0,0.469820584041419,0.0,0.0,,0.4726785918052463,Personal Story,Core Persuasion,Others,Evasion
Qwen3-8B,persona_280,2,branch,0.4,0.0,-0.4,0.421061591857697,0.0,0.41902764586377383,0.0,0.0,,0.421061591857697,Greeting,Exploration,Others,Evasion
Qwen3-8B,persona_280,2,branch,0.4,1.0,0.6,0.4410044569202919,0.3161016067562384,0.4343105156456191,0.0,0.0,,0.1249028501640535,Donation Information,Action Facilitation,Others,Evasion
Qwen3-8B,persona_280,3,root,0.4,0.0,-0.4,0.3821024378867801,5.062598865176696e-05,,-0.1413970707445411,-0.41825605363024715,,0.38205181189812837,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_280,3,branch,0.4,0.0,-0.4,0.4633579432533899,0.4585819026312574,0.45516559632699927,-0.060141565377931305,0.04027522301235853,,0.004776040622132494,Logical Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_280,3,branch,0.4,1.0,0.6,0.364549803460152,0.3082609254561494,0.342363165149664,-0.15894970517116924,-0.11004575416274948,,0.05628887800400256,Credibility Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_280,3,branch,0.4,0.0,-0.4,0.3336588176066394,0.0,0.3173509715834938,-0.18984069102468182,-0.4183066796188989,,0.3336588176066394,Source Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_280,3,branch,0.4,1.0,0.6,0.4548321784792647,0.36613721859653275,0.4220171168488136,-0.0686673301520565,-0.05216946102236614,,0.08869495988273196,Personal Story,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_280,4,root,0.2,0.0,-0.2,0.38742262200144095,0.2543204097671474,,0.005320184114660842,0.2542697837784957,,0.13310221223429353,Credibility Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_280,4,branch,0.2,0.0,-0.2,0.39753497922984027,0.0,0.38005985684002064,0.015432541343060158,-5.062598865176696e-05,,0.39753497922984027,Source Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_280,4,branch,0.2,0.0,-0.2,0.3561967802523872,0.3157053204418053,0.3482952435116457,-0.025905657634392898,0.3156546944531536,,0.04049145981058189,Trust Building,Other,Information Inquiry,Evasion
Qwen3-8B,persona_280,4,branch,0.2,1.0,0.8,0.2675622086337582,0.40684880477627666,0.2724633998162946,-0.11454022925302193,0.4067981787876249,,-0.13928659614251848,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_280,4,branch,0.2,0.0,-0.2,0.3577409665797892,0.12362314110227057,0.3533567350320915,-0.0243614713069909,0.1235725151136188,,0.23411782547751864,Self Modeling,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_280,5,root,0.6,0.0,-0.6,0.45818046897217246,0.5463364633562033,,0.07075784697073151,0.2920160535890559,,-0.08815599438403088,Personal Story,Core Persuasion,Hesitance,Evasion
Qwen3-8B,persona_280,5,branch,0.6,0.0,-0.6,0.42721864379315394,0.0,0.4062566885241016,0.03979602179171299,-0.2543204097671474,,0.42721864379315394,Foot in the Door,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_280,5,branch,0.6,1.0,0.4,0.39481211418631235,0.34657359057219694,0.4014001710549761,0.0073894921848713935,0.09225318080504952,,0.0482385236141154,Self Modeling,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_280,5,branch,0.6,1.0,0.4,0.42102298780937003,0.0,0.41186253051741883,0.03360036580792908,-0.2543204097671474,,0.42102298780937003,Personal Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_280,5,branch,0.6,1.0,0.4,0.4461003337614461,0.42431757291687583,0.43286495032824635,0.058677711760005136,0.1699971631497284,,0.02178276084457026,Emotion Appeal,Core Persuasion,Hesitance,Evasion
Qwen3-8B,persona_280,6,root,0.4,0.0,-0.4,0.5513827321250965,0.024786587970743783,,0.09320226315292401,-0.5215498753854596,,0.5265961441543527,Foot in the Door,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_280,6,branch,0.4,0.0,-0.4,0.4019843663827014,0.0,0.3971643402824362,-0.05619610258947105,-0.5463364633562033,,0.4019843663827014,Personal Story,Core Persuasion,Hesitance,Evasion
Qwen3-8B,persona_280,6,branch,0.4,1.0,0.6,0.5177583375406175,0.43847773957351655,0.48658417146415683,0.05957786856844505,-0.1078587237826868,,0.07928059796710096,Emotion Appeal,Core Persuasion,Hesitance,Evasion
Qwen3-8B,persona_280,6,branch,0.4,1.0,0.6,0.4347664251900311,0.19406771129667325,0.41920747433843053,-0.023414043782141347,-0.3522687520595301,,0.24069871389335787,Personal Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_280,6,branch,0.4,0.0,-0.4,0.4717100943129563,0.0,0.4512415135150113,0.013529625340783835,-0.5463364633562033,,0.4717100943129563,Self Modeling,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_280,7,root,0.0,0.0,0.0,0.6044265756963427,0.2890634001347157,,0.05304384357124625,0.2642768121639719,,0.315363175561627,Self Modeling,Action Facilitation,Personal Choice,Defensive
Qwen3-8B,persona_280,7,branch,0.0,0.0,0.0,0.4910468759102921,0.0,0.46387900871056326,-0.06033585621480436,-0.024786587970743783,,0.4910468759102921,Foot in the Door,Action Facilitation,Personal Choice,Defensive
Qwen3-8B,persona_280,7,branch,0.0,0.0,0.0,0.5476527179638708,0.5262690142518398,0.5344317041066574,-0.0037300141612256477,0.5014824262810961,,0.02138370371203102,Emotion Appeal,Core Persuasion,Personal Choice,Defensive
Qwen3-8B,persona_280,7,branch,0.0,0.0,0.0,0.5716931358156567,0.2091623281711673,0.5498217956150228,0.020310403690560253,0.18437574020042352,,0.3625308076444894,Personal Related Inquiry,Exploration,Personal Choice,Defensive
Qwen3-8B,persona_280,7,branch,0.0,0.0,0.0,0.5138390105771099,0.0,0.48831299831832525,-0.037543721547986575,-0.024786587970743783,,0.5138390105771099,Personal Story,Core Persuasion,Personal Choice,Defensive
Qwen3-8B,persona_280,8,root,0.4,0.0,-0.4,0.575044988840248,0.1293204330752086,,-0.02938158685609471,-0.1597429670595071,,0.44572455576503944,Personal Related Inquiry,Exploration,Personal Choice,Defensive
Qwen3-8B,persona_280,8,branch,0.4,1.0,0.6,0.5787523305863763,0.0,0.53989403020902,-0.02567424510996641,-0.2890634001347157,,0.5787523305863763,Foot in the Door,Action Facilitation,Personal Choice,Defensive
Qwen3-8B,persona_280,8,branch,0.4,1.0,0.6,0.6085445127931202,0.15737143405605655,0.5892360506956366,0.004117937096777435,-0.13169196607865916,,0.4511730787370636,Self Modeling,Action Facilitation,Personal Choice,Defensive
Qwen3-8B,persona_280,8,branch,0.4,0.0,-0.4,0.49159752786284144,0.39606271893407613,0.45907835555402726,-0.11282904783350128,0.10699931879936042,,0.09553480892876531,Emotion Appeal,Core Persuasion,Personal Choice,Defensive
Qwen3-8B,persona_280,8,branch,0.4,0.0,-0.4,0.4369884608672037,0.08951172806450138,0.41951480168741295,-0.167438114829139,-0.19955167207021435,,0.34747673280270236,Source Related Inquiry,Exploration,Personal Choice,Defensive
Qwen3-8B,persona_280,9,root,0.0,0.0,0.0,0.5105077122719348,0.23079289161203373,,-0.0645372765683132,0.10147245853682513,,0.27971482065990105,Source Related Inquiry,Exploration,Personal Choice,Defensive
Qwen3-8B,persona_280,9,branch,0.0,0.0,0.0,0.4246367274955157,0.15090719958600393,0.4038442667756157,-0.15040826134473234,0.02158676651079533,,0.27372952790951177,Foot in the Door,Action Facilitation,Personal Choice,Defensive
Qwen3-8B,persona_280,9,branch,0.0,0.0,0.0,0.6035852998465912,0.11360294875348632,0.5864983053006584,0.028540311006343133,-0.015717484321722278,,0.48998235109310484,Self Modeling,Action Facilitation,Personal Choice,Defensive
Qwen3-8B,persona_280,9,branch,0.0,0.0,0.0,0.5466377161766484,0.44631177679522716,0.5156583200353098,-0.02840727266359966,0.3169913437200186,,0.1003259393814212,Personal Related Inquiry,Exploration,Personal Choice,Defensive
Qwen3-8B,persona_280,9,branch,0.0,0.0,0.0,0.47271177875446363,0.12177795716250045,0.45577265916717746,-0.10233321008578439,-0.007542475912708152,,0.3509338215919632,Task Related Inquiry,Exploration,Personal Choice,Defensive
Qwen3-8B,persona_280,10,root,0.0,0.0,0.0,0.5504140402480349,0.284193700369877,,0.03990632797610005,0.05340080875784328,,0.26622033987815785,Task Related Inquiry,Exploration,Personal Choice,Defensive
Qwen3-8B,persona_280,10,branch,0.0,0.0,0.0,0.5958209232364118,0.09799575391987358,0.5733727730365505,0.08531321096447697,-0.13279713769216014,,0.4978251693165382,Foot in the Door,Action Facilitation,Personal Choice,Defensive
Qwen3-8B,persona_280,10,branch,0.0,0.0,0.0,0.46639370129560176,0.2911015669450099,0.4567343757362559,-0.04411401097633305,0.06030867533297615,,0.17529213435059188,Self Modeling,Action Facilitation,Personal Choice,Defensive
Qwen3-8B,persona_280,10,branch,0.0,0.0,0.0,0.528305616510777,0.10491428937070436,0.5057154687977501,0.0177979042388422,-0.12587860224132935,,0.42339132714007266,Source Related Inquiry,Exploration,Personal Choice,Defensive
Qwen3-8B,persona_280,10,branch,0.0,0.0,0.0,0.4719555444111356,0.0,0.4532271497916461,-0.038552167860799236,-0.23079289161203373,,0.4719555444111356,Personal Related Inquiry,Exploration,Personal Choice,Defensive
Qwen3-8B,persona_45,2,root,0.2,0.0,-0.2,0.5271813293273642,0.3964588726030422,,0.0,0.0,,0.13072245672432198,Emotion Appeal,Core Persuasion,Hesitance,Evasion
Qwen3-8B,persona_45,2,branch,0.2,0.0,-0.2,0.4976192609939979,0.0,0.4738517932239829,0.0,0.0,,0.4976192609939979,Foot in the Door,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_45,2,branch,0.2,0.0,-0.2,0.4754389263996587,0.5569706914463717,0.49904069502678783,0.0,0.0,,-0.081531765046713,Logical Appeal,Core Persuasion,Hesitance,Evasion
Qwen3-8B,persona_45,2,branch,0.2,1.0,0.8,0.3975741674120046,0.15140067866195475,0.3247150714779307,0.0,0.0,,0.24617348875004982,Personal Story,Core Persuasion,Hesitance,Evasion
Qwen3-8B,persona_45,2,branch,0.2,0.0,-0.2,0.4152778879997593,0.0,0.4087287993506614,0.0,0.0,,0.4152778879997593,Self Modeling,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_45,3,root,0.0,0.0,0.0,0.32501288671179357,0.3466385146333063,,-0.2021684426155706,-0.049820357969735884,,-0.021625627921512736,Credibility Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_45,3,branch,0.0,0.0,0.0,0.2719722081854992,0.0,0.2720891390039126,-0.25520912114186495,-0.3964588726030422,,0.2719722081854992,Source Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_45,3,branch,0.0,0.0,0.0,0.24688870421177966,0.0,0.22789726542625818,-0.2802926251155845,-0.3964588726030422,,0.24688870421177966,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_45,3,branch,0.0,0.0,0.0,0.29507251249636507,0.3426976468578175,0.2990836739977973,-0.2321088168309991,-0.05376122574522468,,-0.04762513436145244,Logical Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_45,3,branch,0.0,0.0,0.0,0.35461097065697067,0.0,0.3351268513901042,-0.1725703586703935,-0.3964588726030422,,0.35461097065697067,Task Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_45,4,root,0.0,0.0,0.0,0.4490046888016158,0.11626561015256964,,0.12399180208982225,-0.23037290448073666,,0.33273907864904617,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_45,4,branch,0.0,0.0,0.0,0.35057954091941407,0.0,0.3255681998195764,0.0255666542076205,-0.3466385146333063,,0.35057954091941407,Source Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_45,4,branch,0.0,0.0,0.0,0.3408633562175205,0.5522865124912371,0.3403441020801331,0.01585046950572694,0.20564799785793075,,-0.21142315627371655,Logical Appeal,Core Persuasion,Information Inquiry,Evasion
