Experiment,Outcome,Turn,Phase,User_ID,Prev_Sys_Spec,Prev_User_Spec,Curr_Sys_Spec,Triplet,H_state,H_action,H_coupled,Delta_H_state,Delta_H_action,Delta_H_coupled,Dissonance
Qwen3-8B,Fail,2,Early (2-3),persona_64,Greeting,Others,Logical Appeal,Greeting -> Others -> Logical Appeal,0.396540681204878,0.3285124162732438,,,,,0.06802826493163422
Qwen3-8B,Fail,3,Early (2-3),persona_64,Logical Appeal,Information Inquiry,Donation Information,Logical Appeal -> Information Inquiry -> Donation Information,0.3692191174047331,9.186331995449151e-05,,-0.027321563800144888,-0.3284205529532893,,0.36912725408477864
Qwen3-8B,Fail,4,Mid (4-6),persona_64,Donation Information,Information Inquiry,Credibility Appeal,Donation Information -> Information Inquiry -> Credibility Appeal,0.4227737358387055,0.38322128316061327,,0.053554618433972356,0.3831294198406588,,0.03955245267809221
Qwen3-8B,Fail,5,Mid (4-6),persona_64,Credibility Appeal,Information Inquiry,Personal Story,Credibility Appeal -> Information Inquiry -> Personal Story,0.5110986758126781,0.0001268932164619868,,0.08832493997397262,-0.3830943899441513,,0.5109717825962161
Qwen3-8B,Fail,6,Mid (4-6),persona_64,Personal Story,Hesitance,Foot in the Door,Personal Story -> Hesitance -> Foot in the Door,0.44519553942564366,9.149453830370081e-05,,-0.06590313638703443,-3.5398678158286e-05,,0.44510404488733996
Qwen3-8B,Fail,7,Late (7-10),persona_64,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.44668582539984,5.9618638584641625e-05,,0.0014902859741963148,-3.1875899719059186e-05,,0.4466262067612553
Qwen3-8B,Fail,8,Late (7-10),persona_64,Foot in the Door,Others,Foot in the Door,Foot in the Door -> Others -> Foot in the Door,0.438200562142272,0.008278583239574549,,-0.008485263257567988,0.008218964600989908,,0.42992197890269745
Qwen3-8B,Fail,9,Late (7-10),persona_64,Foot in the Door,Others,Foot in the Door,Foot in the Door -> Others -> Foot in the Door,0.5231954786700341,0.0016700517366509075,,0.08499491652776214,-0.006608531502923641,,0.5215254269333832
Qwen3-8B,Fail,10,Late (7-10),persona_64,Foot in the Door,Others,Foot in the Door,Foot in the Door -> Others -> Foot in the Door,0.4667725430835558,0.006715219581853516,,-0.05642293558647832,0.005045167845202608,,0.4600573235017023
Qwen3-8B,Fail,3,Early (2-3),persona_64,Emotion Appeal,Information Inquiry,Donation Information,Emotion Appeal -> Information Inquiry -> Donation Information,0.42706233473339683,0.0,,-0.028080307998232246,-0.41265204646400067,,0.42706233473339683
Qwen3-8B,Fail,4,Mid (4-6),persona_64,Donation Information,Information Inquiry,Credibility Appeal,Donation Information -> Information Inquiry -> Credibility Appeal,0.36730460471615645,0.31256731687437006,,-0.059757730017240385,0.31256731687437006,,0.054737287841786386
Qwen3-8B,Fail,5,Mid (4-6),persona_64,Credibility Appeal,Hesitance,Personal Story,Credibility Appeal -> Hesitance -> Personal Story,0.49235121408551064,0.07596597003829098,,0.1250466093693542,-0.23660134683607909,,0.41638524404721966
Qwen3-8B,Fail,6,Mid (4-6),persona_64,Personal Story,Others,Foot in the Door,Personal Story -> Others -> Foot in the Door,0.5536928539537751,6.705591671620342e-05,,0.061341639868264464,-0.07589891412157478,,0.5536257980370589
Qwen3-8B,Fail,7,Late (7-10),persona_64,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.4682751798944792,0.00016670689461714103,,-0.0854176740592959,9.96509779009376e-05,,0.4681084729998621
Qwen3-8B,Fail,8,Late (7-10),persona_64,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.4905887627713542,0.0004052578027443468,,0.022313582876875016,0.00023855090812720578,,0.49018350496860985
Qwen3-8B,Fail,9,Late (7-10),persona_64,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.4740979148988097,0.0010324551801138664,,-0.016490847872544512,0.0006271973773695195,,0.47306545971869585
Qwen3-8B,Fail,10,Late (7-10),persona_64,Foot in the Door,Personal Choice,Foot in the Door,Foot in the Door -> Personal Choice -> Foot in the Door,0.4925960957785267,0.12101599954508081,,0.018498180879716997,0.11998354436496694,,0.3715800962334459
Qwen3-8B,Fail,3,Early (2-3),persona_64,Emotion Appeal,Information Inquiry,Source Related Inquiry,Emotion Appeal -> Information Inquiry -> Source Related Inquiry,0.4687815525506642,0.10491428937070436,,0.01363890981903515,-0.3077377570932963,,0.3638672631799599
Qwen3-8B,Fail,4,Mid (4-6),persona_64,Source Related Inquiry,Information Inquiry,Credibility Appeal,Source Related Inquiry -> Information Inquiry -> Credibility Appeal,0.4839925854645696,0.3952325600345737,,0.015211032913905354,0.29031827066386934,,0.08876002542999589
Qwen3-8B,Fail,5,Mid (4-6),persona_64,Credibility Appeal,Hesitance,Foot in the Door,Credibility Appeal -> Hesitance -> Foot in the Door,0.4434995394160355,0.01253775892540502,,-0.0404930460485341,-0.38269480110916865,,0.43096178049063044
Qwen3-8B,Fail,6,Mid (4-6),persona_64,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.5190149666206125,0.0009235236060634925,,0.07551542720457705,-0.011614235319341528,,0.518091443014549
Qwen3-8B,Fail,7,Late (7-10),persona_64,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.6056870846269362,9.746556096614752e-05,,0.08667211800632368,-0.000826058045097345,,0.6055896190659701
Qwen3-8B,Fail,8,Late (7-10),persona_64,Foot in the Door,Personal Choice,Foot in the Door,Foot in the Door -> Personal Choice -> Foot in the Door,0.5692824367283635,0.0026757641776298012,,-0.03640464789857267,0.002578298616663654,,0.5666066725507337
Qwen3-8B,Fail,9,Late (7-10),persona_64,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.569886540517621,0.0030379177424107863,,0.0006041037892574597,0.00036215356478098504,,0.5668486227752102
Qwen3-8B,Fail,10,Late (7-10),persona_64,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.5282959716694181,0.23449831820933628,,-0.04159056884820289,0.2314604004669255,,0.2937976534600818
Qwen3-8B,Fail,4,Mid (4-6),persona_64,Credibility Appeal,Information Inquiry,Credibility Appeal,Credibility Appeal -> Information Inquiry -> Credibility Appeal,0.39680384517404255,0.2989437351634742,,-0.05645368556270508,-0.15507760211023575,,0.09786011001056832
Qwen3-8B,Fail,5,Mid (4-6),persona_64,Credibility Appeal,Hesitance,Foot in the Door,Credibility Appeal -> Hesitance -> Foot in the Door,0.5984152549377822,0.14970454220082252,,0.2016114097637397,-0.1492391929626517,,0.4487107127369597
Qwen3-8B,Fail,6,Mid (4-6),persona_64,Foot in the Door,Hesitance,Personal Story,Foot in the Door -> Hesitance -> Personal Story,0.5176298216209956,0.3287057687493482,,-0.08078543331678667,0.17900122654852568,,0.18892405287164737
Qwen3-8B,Fail,7,Late (7-10),persona_64,Personal Story,Personal Choice,Foot in the Door,Personal Story -> Personal Choice -> Foot in the Door,0.5917295752953853,0.1400610780740839,,0.0740997536743897,-0.1886446906752643,,0.45166849722130137
Qwen3-8B,Fail,8,Late (7-10),persona_64,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.48454738066798786,0.055885466312745234,,-0.10718219462739742,-0.08417561176133867,,0.42866191435524265
Qwen3-8B,Fail,9,Late (7-10),persona_64,Foot in the Door,Information Inquiry,Credibility Appeal,Foot in the Door -> Information Inquiry -> Credibility Appeal,0.5291836701768168,0.543724148527141,,0.04463628950882892,0.4878386822143958,,-0.014540478350324237
Qwen3-8B,Fail,10,Late (7-10),persona_64,Credibility Appeal,Information Inquiry,Foot in the Door,Credibility Appeal -> Information Inquiry -> Foot in the Door,0.5278080329366872,0.1549330378509349,,-0.001375637240129568,-0.3887911106762061,,0.3728749950857523
Qwen3-8B,Fail,4,Mid (4-6),persona_64,Credibility Appeal,Information Inquiry,Source Related Inquiry,Credibility Appeal -> Information Inquiry -> Source Related Inquiry,0.4008289962448765,0.17676807922529172,,-0.052428534491871126,-0.27725325804841827,,0.22406091701958478
Qwen3-8B,Fail,5,Mid (4-6),persona_64,Source Related Inquiry,Hesitance,Foot in the Door,Source Related Inquiry -> Hesitance -> Foot in the Door,0.5181885215090405,0.004266583237013182,,0.11735952526416399,-0.17250149598827855,,0.5139219382720273
Qwen3-8B,Fail,6,Mid (4-6),persona_64,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.5189903973592642,0.09166771961559483,,0.0008018758502237322,0.08740113637858166,,0.4273226777436694
Qwen3-8B,Fail,7,Late (7-10),persona_64,Foot in the Door,Information Inquiry,Foot in the Door,Foot in the Door -> Information Inquiry -> Foot in the Door,0.5173203003255789,0.19152121747655856,,-0.0016700970336853693,0.09985349786096373,,0.32579908284902026
Qwen3-8B,Fail,8,Late (7-10),persona_64,Foot in the Door,Hesitance,Self Modeling,Foot in the Door -> Hesitance -> Self Modeling,0.5450602904197833,0.3414348202979284,,0.02773999009420447,0.1499136028213698,,0.20362547012185495
Qwen3-8B,Fail,9,Late (7-10),persona_64,Self Modeling,Hesitance,Self Modeling,Self Modeling -> Hesitance -> Self Modeling,0.5119040694750274,0.2053606356372348,,-0.0331562209447559,-0.13607418466069357,,0.3065434338377926
Qwen3-8B,Fail,10,Late (7-10),persona_64,Self Modeling,Personal Choice,Foot in the Door,Self Modeling -> Personal Choice -> Foot in the Door,0.5177475273487492,0.01449288050622212,,0.005843457873721758,-0.19086775513101267,,0.5032546468425271
Qwen3-8B,Fail,5,Mid (4-6),persona_64,Personal Story,Information Inquiry,Credibility Appeal,Personal Story -> Information Inquiry -> Credibility Appeal,0.43306559040442555,0.44990032662975454,,-0.10110086270619995,0.42481418042394387,,-0.016834736225328994
Qwen3-8B,Fail,6,Mid (4-6),persona_64,Credibility Appeal,Hesitance,Foot in the Door,Credibility Appeal -> Hesitance -> Foot in the Door,0.4238485890708511,0.014894266971696435,,-0.009217001333574448,-0.4350060596580581,,0.40895432209915467
Qwen3-8B,Fail,7,Late (7-10),persona_64,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.4984900712589222,0.23146612074231737,,0.0746414821880711,0.21657185377062094,,0.2670239505166048
Qwen3-8B,Fail,8,Late (7-10),persona_64,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.5896052151620282,0.0041608585388238336,,0.09111514390310604,-0.22730526220349354,,0.5854443566232044
Qwen3-8B,Fail,9,Late (7-10),persona_64,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.5093586285471194,0.012049802860078765,,-0.0802465866149088,0.00788894432125493,,0.49730882568704066
Qwen3-8B,Fail,10,Late (7-10),persona_64,Foot in the Door,Others,Emotion Appeal,Foot in the Door -> Others -> Emotion Appeal,0.5322498312650598,0.002395464765226045,,0.022891202717940318,-0.00965433809485272,,0.5298543664998338
Qwen3-8B,Fail,5,Mid (4-6),persona_64,Personal Story,Information Inquiry,Donation Information,Personal Story -> Information Inquiry -> Donation Information,0.41553466220774987,0.0,,-0.11863179090287562,-0.025086146205810685,,0.41553466220774987
Qwen3-8B,Fail,6,Mid (4-6),persona_64,Donation Information,Hesitance,Personal Story,Donation Information -> Hesitance -> Personal Story,0.5260738703093651,0.4074997453587471,,0.11053920810161527,0.4074997453587471,,0.11857412495061803
Qwen3-8B,Fail,7,Late (7-10),persona_64,Personal Story,Hesitance,Foot in the Door,Personal Story -> Hesitance -> Foot in the Door,0.5184513024970376,0.04060559473456689,,-0.007622567812327508,-0.36689415062418024,,0.47784570776247076
Qwen3-8B,Fail,8,Late (7-10),persona_64,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.4901255678930091,0.0070131107066640766,,-0.02832573460402854,-0.03359248402790281,,0.48311245718634505
Qwen3-8B,Fail,9,Late (7-10),persona_64,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.5442332023441396,0.033512896842908785,,0.05410763445113054,0.026499786136244707,,0.5107203055012308
Qwen3-8B,Fail,10,Late (7-10),persona_64,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.5292926009071011,0.16113605177102874,,-0.01494060143703857,0.12762315492811996,,0.3681565491360723
Qwen3-8B,Fail,6,Mid (4-6),persona_64,Source Related Inquiry,Hesitance,Personal Story,Source Related Inquiry -> Hesitance -> Personal Story,0.46074995603966457,0.4225235528939941,,0.09978431691043216,0.4203399380221686,,0.03822640314567044
Qwen3-8B,Fail,7,Late (7-10),persona_64,Personal Story,Hesitance,Self Modeling,Personal Story -> Hesitance -> Self Modeling,0.44750386896044325,0.2539437104346789,,-0.013246087079221314,-0.16857984245931523,,0.19356015852576436
Qwen3-8B,Fail,8,Late (7-10),persona_64,Self Modeling,Hesitance,Self Modeling,Self Modeling -> Hesitance -> Self Modeling,0.5300305500927902,0.41293629434731854,,0.08252668113234696,0.15899258391263965,,0.11709425574547166
Qwen3-8B,Fail,9,Late (7-10),persona_64,Self Modeling,Personal Choice,Foot in the Door,Self Modeling -> Personal Choice -> Foot in the Door,0.5833673708356084,0.013330132643311695,,0.0533368207428182,-0.39960616170400687,,0.5700372381922967
Qwen3-8B,Fail,10,Late (7-10),persona_64,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.5068244097571029,0.0019614215224991204,,-0.07654296107850556,-0.011368711120812575,,0.5048629882346037
Qwen3-8B,Fail,6,Mid (4-6),persona_64,Source Related Inquiry,Hesitance,Self Modeling,Source Related Inquiry -> Hesitance -> Self Modeling,0.5361086574341826,0.4255548595574911,,0.17514301830495016,0.4233712446856656,,0.11055379787669145
Qwen3-8B,Fail,7,Late (7-10),persona_64,Self Modeling,Hesitance,Foot in the Door,Self Modeling -> Hesitance -> Foot in the Door,0.5630488059683397,0.07115829893405129,,0.02694014853415716,-0.3543965606234398,,0.49189050703428844
Qwen3-8B,Fail,8,Late (7-10),persona_64,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.4812121902110882,0.013974160554814966,,-0.08183661575725154,-0.057184138379236325,,0.4672380296562732
Qwen3-8B,Fail,9,Late (7-10),persona_64,Foot in the Door,Self Pity,Foot in the Door,Foot in the Door -> Self Pity -> Foot in the Door,0.5504099629663437,0.0206951661634101,,0.06919777275525552,0.006721005608595133,,0.5297147968029337
Qwen3-8B,Fail,10,Late (7-10),persona_64,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.4373510389555298,0.018485501950039406,,-0.11305892401081391,-0.0022096642133706927,,0.4188655370054904
Qwen3-8B,Fail,7,Late (7-10),persona_64,Foot in the Door,Information Inquiry,Source Related Inquiry,Foot in the Door -> Information Inquiry -> Source Related Inquiry,0.4739267290715727,0.0,,-0.028561489361799752,-0.019894476288959823,,0.4739267290715727
Qwen3-8B,Fail,8,Late (7-10),persona_64,Source Related Inquiry,Information Inquiry,Foot in the Door,Source Related Inquiry -> Information Inquiry -> Foot in the Door,0.5850363448350354,0.00893556301020203,,0.11110961576346273,0.00893556301020203,,0.5761007818248334
Qwen3-8B,Fail,9,Late (7-10),persona_64,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.4999942474287757,0.005388462200252233,,-0.08504209740625973,-0.0035471008099497974,,0.49460578522852344
Qwen3-8B,Fail,10,Late (7-10),persona_64,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.5787981412982746,0.08582058533992669,,0.07880389386949888,0.08043212313967446,,0.49297755595834786
Qwen3-8B,Fail,7,Late (7-10),persona_64,Foot in the Door,Information Inquiry,Donation Information,Foot in the Door -> Information Inquiry -> Donation Information,0.510974374852099,0.0,,0.00848615641872652,-0.019894476288959823,,0.510974374852099
Qwen3-8B,Fail,8,Late (7-10),persona_64,Donation Information,Information Inquiry,Foot in the Door,Donation Information -> Information Inquiry -> Foot in the Door,0.46921856568934034,0.03473525128070342,,-0.04175580916275862,0.03473525128070342,,0.4344833144086369
Qwen3-8B,Fail,9,Late (7-10),persona_64,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.5384178764115826,0.0014040595566251785,,0.06919931072224222,-0.033331191724078245,,0.5370138168549574
Qwen3-8B,Fail,10,Late (7-10),persona_64,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.626559029131446,0.2276797654540262,,0.08814115271986345,0.22627570589740104,,0.39887926367741977
Qwen3-8B,Fail,8,Late (7-10),persona_64,Foot in the Door,Information Inquiry,Donation Information,Foot in the Door -> Information Inquiry -> Donation Information,0.4310198653289756,0.09701656529115109,,-0.12475711538154666,0.0035024558371796466,,0.3340033000378245
Qwen3-8B,Fail,9,Late (7-10),persona_64,Donation Information,Hesitance,Foot in the Door,Donation Information -> Hesitance -> Foot in the Door,0.4466628997974174,0.0031097946069765306,,0.015643034468441785,-0.09390677068417455,,0.4435531051904409
Qwen3-8B,Fail,10,Late (7-10),persona_64,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.5084726128771618,0.020780080205922005,,0.06180971307974442,0.017670285598945474,,0.48769253267123985
Qwen3-8B,Fail,8,Late (7-10),persona_64,Foot in the Door,Information Inquiry,Credibility Appeal,Foot in the Door -> Information Inquiry -> Credibility Appeal,0.5085576777047359,0.47086386924408885,,-0.04721930300578636,0.3773497597901174,,0.03769380846064707
Qwen3-8B,Fail,9,Late (7-10),persona_64,Credibility Appeal,Hesitance,Credibility Appeal,Credibility Appeal -> Hesitance -> Credibility Appeal,0.53477690844341,0.4786419997214069,,0.02621923073867405,0.007778130477318068,,0.05613490872200305
Qwen3-8B,Fail,10,Late (7-10),persona_64,Credibility Appeal,Hesitance,Foot in the Door,Credibility Appeal -> Hesitance -> Foot in the Door,0.5432862445103502,0.0028777526986470438,,0.008509336066940265,-0.4757642470227599,,0.5404084918117031
Qwen3-8B,Fail,9,Late (7-10),persona_64,Foot in the Door,Information Inquiry,Source Related Inquiry,Foot in the Door -> Information Inquiry -> Source Related Inquiry,0.5009163642147596,0.09701656529115109,,0.036681915904606455,-0.009162446630607127,,0.4038997989236085
Qwen3-8B,Fail,10,Late (7-10),persona_64,Source Related Inquiry,Information Inquiry,Foot in the Door,Source Related Inquiry -> Information Inquiry -> Foot in the Door,0.4455826664458377,0.0039538257256594685,,-0.055333697768921886,-0.09306273956549162,,0.4416288407201783
Qwen3-8B,Fail,9,Late (7-10),persona_64,Foot in the Door,Information Inquiry,Donation Information,Foot in the Door -> Information Inquiry -> Donation Information,0.43570720162243737,0.19406771129667325,,-0.02852724668771578,0.08788869937491503,,0.24163949032576412
Qwen3-8B,Fail,10,Late (7-10),persona_64,Donation Information,Information Inquiry,Foot in the Door,Donation Information -> Information Inquiry -> Foot in the Door,0.45343868107120167,0.01404795286496355,,0.017731479448764298,-0.1800197584317097,,0.4393907282062381
Qwen3-8B,Fail,10,Late (7-10),persona_64,Foot in the Door,Information Inquiry,Donation Information,Foot in the Door -> Information Inquiry -> Donation Information,0.4964547445821335,0.11317991992861702,,0.011600788774355164,0.07816623953242705,,0.3832748246535165
Qwen3-8B,Fail,10,Late (7-10),persona_64,Foot in the Door,Information Inquiry,Self Modeling,Foot in the Door -> Information Inquiry -> Self Modeling,0.5266239457970119,0.16976987989292552,,0.041769989989233536,0.13475619949673553,,0.35685406590408636
Qwen3-8B,Fail,10,Late (7-10),persona_64,Foot in the Door,Information Inquiry,Source Related Inquiry,Foot in the Door -> Information Inquiry -> Source Related Inquiry,0.4295821554677513,0.10491428937070436,,-0.055271800340027044,0.06990060897451439,,0.32466786609704695
Qwen3-8B,Success,2,Early (2-3),persona_58,Greeting,Others,Logical Appeal,Greeting -> Others -> Logical Appeal,0.4545722572375657,0.36252322049573815,,,,,0.09204903674182757
Qwen3-8B,Success,3,Early (2-3),persona_58,Logical Appeal,Information Inquiry,Credibility Appeal,Logical Appeal -> Information Inquiry -> Credibility Appeal,0.5897283389476505,0.3965710276035904,,0.1351560817100848,0.03404780710785227,,0.1931573113440601
Qwen3-8B,Success,4,Mid (4-6),persona_58,Credibility Appeal,Information Inquiry,Source Related Inquiry,Credibility Appeal -> Information Inquiry -> Source Related Inquiry,0.4230167937990892,0.010036883136769316,,-0.16671154514856135,-0.3865341444668211,,0.41297991066231987
Qwen3-8B,Success,5,Mid (4-6),persona_58,Source Related Inquiry,Hesitance,Personal Story,Source Related Inquiry -> Hesitance -> Personal Story,0.5066887368435642,0.0018305369316845733,,0.083671943044475,-0.008206346205084742,,0.5048581999118796
Qwen3-8B,Success,6,Mid (4-6),persona_58,Personal Story,Personal Choice,Foot in the Door,Personal Story -> Personal Choice -> Foot in the Door,0.6105494333435927,0.0018774729969951974,,0.1038606965000285,4.693606531062412e-05,,0.6086719603465975
Qwen3-8B,Success,7,Late (7-10),persona_58,Foot in the Door,Hesitance,Self Modeling,Foot in the Door -> Hesitance -> Self Modeling,0.49127173505234856,0.2862257035938219,,-0.11927769829124413,0.2843482305968267,,0.20504603145852668
Qwen3-8B,Fail,2,Early (2-3),persona_58,Greeting,Others,Greeting,Greeting -> Others -> Greeting,0.4655607839304855,0.5294573040156666,0.4859532903406496,,,,-0.0638965200851811
Qwen3-8B,Fail,3,Early (2-3),persona_58,Greeting,Others,Credibility Appeal,Greeting -> Others -> Credibility Appeal,0.4083353686378921,0.2997130888724791,0.3709599605465673,-0.057225415292593396,-0.2297442151431875,-0.11499332979408228,0.108622279765413
Qwen3-8B,Fail,4,Mid (4-6),persona_58,Credibility Appeal,Information Inquiry,Credibility Appeal,Credibility Appeal -> Information Inquiry -> Credibility Appeal,0.30273078466231107,0.30533777710423554,0.3036195320856944,-0.10560458397558103,0.005624688231756436,-0.0673404284608729,-0.0026069924419244717
Qwen3-8B,Fail,5,Mid (4-6),persona_58,Credibility Appeal,Hesitance,Foot in the Door,Credibility Appeal -> Hesitance -> Foot in the Door,0.49605985952680953,4.5893567007353385e-05,0.46995386131839895,0.19332907486449846,-0.3052918835372282,0.16633432923270453,0.4960139659598022
Qwen3-8B,Fail,6,Mid (4-6),persona_58,Foot in the Door,Hesitance,Personal Story,Foot in the Door -> Hesitance -> Personal Story,0.5343875521882333,0.4322019351367127,0.5316984570026669,0.03832769266142377,0.43215604156970533,0.06174459568426799,0.10218561705152063
Qwen3-8B,Fail,7,Late (7-10),persona_58,Personal Story,Information Inquiry,Source Related Inquiry,Personal Story -> Information Inquiry -> Source Related Inquiry,0.5252894949973194,0.12237288176133358,0.5122921848929328,-0.009098057190913944,-0.3098290533753791,-0.019406272109734113,0.40291661323598577
Qwen3-8B,Fail,8,Late (7-10),persona_58,Source Related Inquiry,Hesitance,Foot in the Door,Source Related Inquiry -> Hesitance -> Foot in the Door,0.6159202572538309,0.40359660984292406,0.5264410058449487,0.09063076225651157,0.28122372808159046,0.014148820952015861,0.21232364741090687
Qwen3-8B,Fail,9,Late (7-10),persona_58,Foot in the Door,Others,Foot in the Door,Foot in the Door -> Others -> Foot in the Door,0.5031767692206545,0.012499741438095055,0.4789458048857133,-0.11274348803317646,-0.391096868404829,-0.04749520095923537,0.4906770277825594
Qwen3-8B,Fail,10,Late (7-10),persona_58,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.5290780337835193,0.06800054512627215,0.5116788832681515,0.02590126456286479,0.0555008036881771,0.03273307838243816,0.46107748865724707
Qwen3-8B,Fail,2,Early (2-3),persona_58,Greeting,Others,Foot in the Door,Greeting -> Others -> Foot in the Door,0.42165055634232435,0.22842908531762637,0.3388413544745966,,,,0.19322147102469797
Qwen3-8B,Fail,3,Early (2-3),persona_58,Foot in the Door,Information Inquiry,Donation Information,Foot in the Door -> Information Inquiry -> Donation Information,0.4462410216238525,0.04425809243971692,0.426790234727846,0.02459046528152814,-0.18417099287790945,0.08794888025324937,0.4019829291841356
Qwen3-8B,Fail,4,Mid (4-6),persona_58,Donation Information,Hesitance,Personal Story,Donation Information -> Hesitance -> Personal Story,0.5286697053046783,0.2160658999630063,0.4118084696629318,0.08242868368082579,0.17180780752328936,-0.014981765064914221,0.312603805341672
Qwen3-8B,Fail,5,Mid (4-6),persona_58,Personal Story,Personal Choice,Foot in the Door,Personal Story -> Personal Choice -> Foot in the Door,0.46627089886158446,0.09773907442843162,0.4478443076399269,-0.06239880644309381,-0.11832682553457467,0.03603583797699511,0.36853182443315285
Qwen3-8B,Fail,6,Mid (4-6),persona_58,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.5211281960055509,0.009356940091397769,0.5002395733151772,0.05485729714396648,-0.08838213433703385,0.052395265675250324,0.5117712559141532
Qwen3-8B,Fail,7,Late (7-10),persona_58,Foot in the Door,Personal Choice,Foot in the Door,Foot in the Door -> Personal Choice -> Foot in the Door,0.6013953941227349,0.11650911282051249,0.581999942870646,0.08026719811718397,0.10715217272911472,0.08176036955546884,0.48488628130222244
Qwen3-8B,Fail,8,Late (7-10),persona_58,Foot in the Door,Hesitance,Foot in the Door,Foot in the Door -> Hesitance -> Foot in the Door,0.5096391365361095,0.19226312404228435,0.49731385449751436,-0.09175625758662542,0.07575401122177186,-0.08468608837313168,0.31737601249382513
Qwen3-8B,Fail,9,Late (7-10),persona_58,Foot in the Door,Hesitance,Self Modeling,Foot in the Door -> Hesitance -> Self Modeling,0.5972462737520129,0.22865086302587237,0.5893194907256443,0.08760713721590341,0.03638773898358802,0.0920056362281299,0.36859541072614055
Qwen3-8B,Fail,10,Late (7-10),persona_58,Self Modeling,Hesitance,Foot in the Door,Self Modeling -> Hesitance -> Foot in the Door,0.5463995506531322,0.1891263679645149,0.5321086233455875,-0.05084672309888072,-0.03952449506135747,-0.05721086738005676,0.3572731826886173
Qwen3-8B,Success,2,Early (2-3),persona_58,Greeting,Others,Emotion Appeal,Greeting -> Others -> Emotion Appeal,0.45120511381893896,0.2299503454797742,0.37807853784243545,,,,0.22125476833916477
Qwen3-8B,Success,3,Early (2-3),persona_58,Emotion Appeal,Information Inquiry,Logical Appeal,Emotion Appeal -> Information Inquiry -> Logical Appeal,0.4203323487912039,0.420090369023499,0.4202768950944382,-0.03087276502773506,0.1901400235437248,0.04219835725200277,0.00024197976770490293
Qwen3-8B,Success,4,Mid (4-6),persona_58,Logical Appeal,Information Inquiry,Donation Information,Logical Appeal -> Information Inquiry -> Donation Information,0.4341262486184905,0.0015134076460088625,0.41558569829109837,0.013793899827286571,-0.4185769613774901,-0.004691196803339848,0.4326128409724816
Qwen3-8B,Success,5,Mid (4-6),persona_58,Donation Information,Information Inquiry,Credibility Appeal,Donation Information -> Information Inquiry -> Credibility Appeal,0.4648520089074022,0.3952737775944602,0.44118106423392706,0.03072576028891172,0.3937603699484513,0.025595365942828685,0.069578231312942
Qwen3-8B,Success,6,Mid (4-6),persona_58,Credibility Appeal,Hesitance,Personal Story,Credibility Appeal -> Hesitance -> Personal Story,0.5523412207561915,0.0007805039094137727,0.5348313567293096,0.08748921184878933,-0.39449327368504644,0.09365029249538254,0.5515607168467778
Qwen3-8B,Success,7,Late (7-10),persona_58,Personal Story,Personal Choice,Personal Related Inquiry,Personal Story -> Personal Choice -> Personal Related Inquiry,0.4680566380917946,0.4660210507609385,0.46798562923141585,-0.08428458266439692,0.46524054685152477,-0.06684572749789375,0.00203558733085607
